team_id,logger_id,timestamp,longitude,latitude,accuracy_m,speed_kmh
T01,GL-1005,2026-03-13 07:11:00,7.067152,10.950915,25.9,4.14
T01,GL-1005,2026-03-13 07:12:00,7.067488,10.951687,39.1,5.13
T01,GL-1005,2026-03-13 07:13:00,7.067694,10.952624,31.0,3.05
T01,GL-1005,2026-03-13 07:14:00,7.067587,10.952728,23.9,5.32
T01,GL-1005,2026-03-13 07:15:00,7.067857,10.95344,41.2,3.79
T01,GL-1005,2026-03-13 07:16:00,7.067947,10.953922,55.3,3.82
T01,GL-1005,2026-03-13 07:17:00,7.067658,10.954513,54.4,4.46
T01,GL-1005,2026-03-13 07:18:00,7.068152,10.955026,28.3,4.06
T01,GL-1005,2026-03-13 07:19:00,7.068296,10.955646,39.1,4.43
T01,GL-1005,2026-03-13 07:20:00,7.06826,10.956599,27.3,5.05
T01,GL-1005,2026-03-13 07:21:00,7.068659,10.956721,23.0,3.14
T01,GL-1005,2026-03-13 07:22:00,7.068344,10.957469,56.0,4.56
T01,GL-1005,2026-03-13 07:23:00,7.068629,10.957838,15.2,4.41
T01,GL-1005,2026-03-13 07:24:00,7.068883,10.958542,42.3,5.26
T01,GL-1005,2026-03-13 07:25:00,7.068472,10.959358,29.7,4.95
T01,GL-1005,2026-03-13 07:26:00,7.06925,10.959662,36.4,3.19
T01,GL-1005,2026-03-13 07:27:00,7.069351,10.959868,40.1,4.31
T01,GL-1005,2026-03-13 07:28:00,6.7779,10.961016,51.3,210.57
T01,GL-1005,2026-03-13 07:29:00,7.069198,10.961435,47.6,3.43
T01,GL-1005,2026-03-13 07:30:00,7.069531,10.962169,24.5,2.88
T01,GL-1005,2026-03-13 07:31:00,7.069916,10.961595,52.2,0.59
T01,GL-1005,2026-03-13 07:32:00,7.069456,10.962464,20.6,0.18
T01,GL-1005,2026-03-13 07:33:00,7.069717,10.96205,21.5,0.85
T01,GL-1005,2026-03-13 07:34:00,7.069946,10.962422,55.8,0.52
T01,GL-1005,2026-03-13 07:35:00,7.069429,10.962034,15.5,0.23
T01,GL-1005,2026-03-13 07:36:00,7.069848,10.961969,45.3,0.13
T01,GL-1005,2026-03-13 07:37:00,7.069163,10.96189,40.2,0.79
T01,GL-1005,2026-03-13 07:38:00,7.069449,10.962145,37.7,0.11
T01,GL-1005,2026-03-13 07:39:00,7.070216,10.962772,38.3,0.84
T01,GL-1005,2026-03-13 07:40:00,7.069735,10.962374,24.7,0.0
T01,GL-1005,2026-03-13 07:41:00,7.070141,10.962608,24.2,0.28
T01,GL-1005,2026-03-13 07:42:00,7.069477,10.96224,44.7,0.35
T01,GL-1005,2026-03-13 07:43:00,7.069291,10.962264,52.6,0.19
T01,GL-1005,2026-03-13 07:44:00,7.068914,10.962389,46.0,0.27
T01,GL-1005,2026-03-13 07:45:00,7.069268,10.962653,49.6,0.83
T01,GL-1005,2026-03-13 07:46:00,7.069897,10.961992,31.2,0.62
T01,GL-1005,2026-03-13 07:47:00,7.069807,10.962317,39.5,0.31
T01,GL-1005,2026-03-13 07:48:00,7.069634,10.961681,45.8,0.81
T01,GL-1005,2026-03-13 07:49:00,7.069483,10.96255,39.0,0.19
T01,GL-1005,2026-03-13 07:50:00,7.06894,10.962424,,0.35
T01,GL-1005,2026-03-13 07:51:00,7.069328,10.962006,29.4,0.79
T01,GL-1005,2026-03-13 07:52:00,7.069177,10.962666,24.4,4.35
T01,GL-1005,2026-03-13 07:53:00,7.069101,10.962713,36.9,2.93
T01,GL-1005,2026-03-13 07:54:00,7.068489,10.963405,29.6,3.34
T01,GL-1005,2026-03-13 07:55:00,7.067966,10.964092,42.0,5.32
T01,GL-1005,2026-03-13 07:56:00,7.067785,10.96433,26.9,3.44
T01,GL-1005,2026-03-13 07:57:00,7.067545,10.964689,44.9,2.9
T01,GL-1005,2026-03-13 07:58:00,7.066843,10.965001,17.9,4.98
T01,GL-1005,2026-03-13 07:59:00,7.066658,10.965904,24.1,3.2
T01,GL-1005,2026-03-13 08:00:00,7.06601,10.966042,48.1,5.46
