team_id,logger_id,timestamp,longitude,latitude,accuracy_m,speed_kmh
T29,GL-5704,2026-03-13 07:26:00,7.983028,11.088355,6.5,2.85
T29,GL-5704,2026-03-13 07:27:00,7.982483,11.08823,6.5,3.88
T29,GL-5704,2026-03-13 07:28:00,7.981874,11.088134,10.0,3.0
T29,GL-5704,2026-03-13 07:29:00,7.981223,11.088285,8.5,4.88
T29,GL-5704,2026-03-13 07:30:00,7.980735,11.088205,6.3,4.23
T29,GL-5704,2026-03-13 07:31:00,7.980586,11.088144,8.0,0.72
T29,GL-5704,2026-03-13 07:32:00,7.98061,11.088215,10.6,0.48
T29,GL-5704,2026-03-13 07:33:00,7.98068,11.088074,8.5,0.22
T29,GL-5704,2026-03-13 07:34:00,7.980568,11.088187,7.5,0.8
T29,GL-5704,2026-03-13 07:35:00,7.980751,11.088125,9.2,0.41
T29,GL-5704,2026-03-13 07:36:00,7.980509,11.088227,10.9,0.55
T29,GL-5704,2026-03-13 07:37:00,7.980577,11.088081,9.3,0.21
T29,GL-5704,2026-03-13 07:38:00,7.980679,11.088062,8.5,0.42
T29,GL-5704,2026-03-13 07:39:00,7.980623,11.088114,5.3,0.55
T29,GL-5704,2026-03-13 07:40:00,7.980598,11.088105,11.8,0.37
T29,GL-5704,2026-03-13 07:41:00,7.980593,11.088019,8.7,0.23
T29,GL-5704,2026-03-13 07:42:00,7.980655,11.08812,11.8,0.69
T29,GL-5704,2026-03-13 07:43:00,7.980806,11.088191,11.5,0.7
T29,GL-5704,2026-03-13 07:44:00,7.980654,11.088048,10.8,0.58
T29,GL-5704,2026-03-13 07:45:00,7.980765,11.088133,7.2,0.65
T29,GL-5704,2026-03-13 07:46:00,7.979939,11.087954,10.1,4.53
T29,GL-5704,2026-03-13 07:47:00,7.979189,11.087827,7.8,5.17
T29,GL-5704,2026-03-13 07:48:00,7.978593,11.087571,9.2,3.93
T29,GL-5704,2026-03-13 07:49:00,7.977743,11.087457,7.1,3.21
T29,GL-5704,2026-03-13 07:50:00,7.976995,11.087363,4.5,2.92
T29,GL-5704,2026-03-13 07:51:00,7.976353,11.087174,8.2,5.51
T29,GL-5704,2026-03-13 07:52:00,7.975578,11.086871,7.1,4.78
T29,GL-5704,2026-03-13 07:53:00,7.974854,11.08676,10.4,4.66
T29,GL-5704,2026-03-13 07:54:00,7.974055,11.086668,7.0,5.35
T29,GL-5704,2026-03-13 07:55:00,7.973412,11.08643,8.9,4.11
T29,GL-5704,2026-03-13 07:56:00,7.972625,11.086309,6.9,5.42
T29,GL-5704,2026-03-13 07:57:00,7.972006,11.086032,10.6,3.5
T29,GL-5704,2026-03-13 07:58:00,7.971136,11.086003,5.9,4.2
T29,GL-5704,2026-03-13 07:59:00,7.970505,11.085851,11.9,3.7
T29,GL-5704,2026-03-13 08:00:00,7.969865,11.085512,6.0,4.33
T29,GL-5704,2026-03-13 08:01:00,7.969091,11.085461,12.0,5.2
T29,GL-5704,2026-03-13 08:02:00,7.96837,11.085211,7.1,2.99
T29,GL-5704,2026-03-13 08:03:00,7.967679,11.085191,10.7,3.03
T29,GL-5704,2026-03-13 08:04:00,7.966922,11.084939,10.5,5.11
T29,GL-5704,2026-03-13 08:05:00,7.966136,11.084791,11.0,4.53
T29,GL-5704,2026-03-13 08:06:00,7.965341,11.084619,11.6,3.42
T29,GL-5704,2026-03-13 08:07:00,7.964815,11.084475,11.3,3.22
T29,GL-5704,2026-03-13 08:08:00,7.963919,11.084174,5.3,2.87
T29,GL-5704,2026-03-13 08:09:00,7.96332,11.084075,9.1,3.28
T29,GL-5704,2026-03-13 08:10:00,7.962476,11.083887,11.9,4.44
T29,GL-5704,2026-03-13 08:11:00,7.961749,11.083824,9.9,4.83
T29,GL-5704,2026-03-13 08:12:00,7.961147,11.083651,9.0,3.64
T29,GL-5704,2026-03-13 08:13:00,7.960374,11.083464,7.2,4.14
T29,GL-5704,2026-03-13 08:14:00,7.959588,11.083336,5.2,4.83
T29,GL-5704,2026-03-13 08:15:00,7.959072,11.083031,11.9,4.56
T29,GL-5704,2026-03-13 08:16:00,7.958213,11.082918,9.1,3.98
T29,GL-5704,2026-03-13 08:17:00,7.957528,11.082748,11.9,3.61
T29,GL-5704,2026-03-13 08:18:00,7.956764,11.082584,9.0,4.7
T29,GL-5704,2026-03-13 08:19:00,7.956076,11.082495,5.7,3.79
T29,GL-5704,2026-03-13 08:20:00,7.955427,11.082238,5.4,4.89
T29,GL-5704,2026-03-13 08:21:00,7.954485,11.082032,4.6,3.64
T29,GL-5704,2026-03-13 08:22:00,8.267419,11.081971,4.5,394.88
T29,GL-5704,2026-03-13 08:23:00,7.95317,11.081787,4.6,5.28
T29,GL-5704,2026-03-13 08:24:00,7.952376,11.081533,5.1,4.7
T29,GL-5704,2026-03-13 08:25:00,7.951707,11.081422,11.0,3.72
T29,GL-5704,2026-03-13 08:26:00,7.951022,11.08127,11.5,4.81
T29,GL-5704,2026-03-13 08:27:00,7.950311,11.081028,9.1,4.71
T29,GL-5704,2026-03-13 08:28:00,7.950199,11.081182,11.3,0.02
T29,GL-5704,2026-03-13 08:29:00,7.950155,11.081101,4.3,0.66
T29,GL-5704,2026-03-13 08:30:00,7.95034,11.081327,10.3,0.19
T29,GL-5704,2026-03-13 08:31:00,7.950254,11.08102,,0.26
T29,GL-5704,2026-03-13 08:32:00,7.950439,11.081078,8.2,0.22
T29,GL-5704,2026-03-13 08:33:00,7.950291,11.081159,11.6,0.4
T29,GL-5704,2026-03-13 08:34:00,7.950354,11.080977,6.1,0.63
T29,GL-5704,2026-03-13 08:35:00,7.950244,11.081181,7.1,0.0
T29,GL-5704,2026-03-13 08:36:00,7.950165,11.081037,8.2,0.11
T29,GL-5704,2026-03-13 08:37:00,7.950303,11.081135,6.2,0.78
T29,GL-5704,2026-03-13 08:38:00,7.950179,11.080942,4.7,0.42
T29,GL-5704,2026-03-13 08:39:00,7.950264,11.081113,8.7,0.37
T29,GL-5704,2026-03-13 08:40:00,7.950207,11.081158,6.7,0.4
T29,GL-5704,2026-03-13 08:41:00,7.950445,11.081058,6.7,0.82
T29,GL-5704,2026-03-13 08:42:00,7.95018,11.081011,8.3,0.19
T29,GL-5704,2026-03-13 08:43:00,7.950342,11.081174,8.1,0.37
T29,GL-5704,2026-03-13 08:44:00,7.950205,11.080994,4.0,0.63
T29,GL-5704,2026-03-13 08:45:00,7.95032,11.081098,11.7,0.24
T29,GL-5704,2026-03-13 08:46:00,7.950228,11.081083,6.6,0.1
T29,GL-5704,2026-03-13 08:47:00,7.950309,11.081158,,0.19
T29,GL-5704,2026-03-13 08:48:00,7.95023,11.081004,5.0,0.75
T29,GL-5704,2026-03-13 08:49:00,7.950304,11.081081,5.7,0.46
T29,GL-5704,2026-03-13 08:50:00,7.95031,11.081193,6.8,0.89
T29,GL-5704,2026-03-13 08:51:00,7.950177,11.081213,5.0,0.83
T29,GL-5704,2026-03-13 08:52:00,7.950361,11.081116,4.7,0.88
T29,GL-5704,2026-03-13 08:53:00,7.950158,11.081111,10.0,0.87
T29,GL-5704,2026-03-13 08:54:00,7.950487,11.080393,10.3,4.14
T29,GL-5704,2026-03-13 08:55:00,7.950795,11.079827,11.7,3.63
T29,GL-5704,2026-03-13 08:56:00,7.951016,11.079236,5.1,4.41
T29,GL-5704,2026-03-13 08:57:00,7.951361,11.078575,7.6,5.52
T29,GL-5704,2026-03-13 08:58:00,7.951531,11.078122,10.4,4.04
T29,GL-5704,2026-03-13 08:59:00,7.951885,11.077451,6.1,3.93
T29,GL-5704,2026-03-13 09:00:00,7.952041,11.076685,11.8,3.69
T29,GL-5704,2026-03-13 09:01:00,7.95228,11.076092,6.7,5.57
T29,GL-5704,2026-03-13 09:02:00,7.952683,11.075411,4.3,3.61
T29,GL-5704,2026-03-13 09:03:00,7.952792,11.074705,11.9,4.39
T29,GL-5704,2026-03-13 09:04:00,7.953081,11.074173,6.1,3.03
T29,GL-5704,2026-03-13 09:05:00,7.953403,11.073581,9.2,4.96
