team_id,logger_id,timestamp,longitude,latitude,accuracy_m,speed_kmh
T10,GL-6455,2026-03-12 07:08:00,7.426818,10.870095,4.2,5.21
T10,GL-6455,2026-03-12 07:09:00,7.42679,10.869276,8.4,3.72
T10,GL-6455,2026-03-12 07:10:00,7.426422,10.868357,8.2,3.92
T10,GL-6455,2026-03-12 07:11:00,7.426327,10.867581,4.0,4.24
T10,GL-6455,2026-03-12 07:12:00,7.426146,10.866757,4.9,5.24
T10,GL-6455,2026-03-12 07:13:00,7.426212,10.866882,9.4,0.29
T10,GL-6455,2026-03-12 07:14:00,7.426283,10.86669,9.1,0.09
T10,GL-6455,2026-03-12 07:15:00,7.426133,10.866761,10.2,0.74
T10,GL-6455,2026-03-12 07:16:00,7.426101,10.866825,7.2,0.34
T10,GL-6455,2026-03-12 07:17:00,7.42604,10.86659,4.1,0.35
T10,GL-6455,2026-03-12 07:18:00,7.42619,10.866784,4.3,0.63
T10,GL-6455,2026-03-12 07:19:00,7.426165,10.866722,6.7,0.0
T10,GL-6455,2026-03-12 07:20:00,7.426164,10.86687,10.2,0.86
T10,GL-6455,2026-03-12 07:21:00,7.426241,10.866764,,0.31
T10,GL-6455,2026-03-12 07:22:00,7.426072,10.866859,11.2,0.61
T10,GL-6455,2026-03-12 07:23:00,7.425897,10.86655,10.4,0.46
T10,GL-6455,2026-03-12 07:24:00,7.426073,10.866838,7.4,0.84
T10,GL-6455,2026-03-12 07:25:00,7.426086,10.867005,5.0,0.21
T10,GL-6455,2026-03-12 07:26:00,7.426115,10.866688,8.2,0.65
T10,GL-6455,2026-03-12 07:27:00,7.426122,10.866746,8.2,0.88
T10,GL-6455,2026-03-12 07:28:00,7.426137,10.866878,,0.62
T10,GL-6455,2026-03-12 07:29:00,7.426077,10.866808,9.6,0.81
T10,GL-6455,2026-03-12 07:30:00,7.425858,10.867581,5.5,2.96
T10,GL-6455,2026-03-12 07:31:00,7.425633,10.868359,4.9,3.51
T10,GL-6455,2026-03-12 07:32:00,7.425445,10.869041,11.3,2.98
T10,GL-6455,2026-03-12 07:33:00,7.425276,10.869841,5.4,4.73
T10,GL-6455,2026-03-12 07:34:00,7.425109,10.87065,6.0,4.37
T10,GL-6455,2026-03-12 07:35:00,7.424839,10.87132,4.3,4.26
T10,GL-6455,2026-03-12 07:36:00,7.424748,10.872047,5.1,3.13
T10,GL-6455,2026-03-12 07:37:00,7.424409,10.872799,5.2,3.07
T10,GL-6455,2026-03-12 07:38:00,7.424229,10.873745,11.3,4.38
T10,GL-6455,2026-03-12 07:39:00,7.424199,10.874504,5.8,3.29
T10,GL-6455,2026-03-12 07:40:00,7.42377,10.875389,5.2,3.69
T10,GL-6455,2026-03-12 07:41:00,7.423683,10.876156,4.7,4.18
T10,GL-6455,2026-03-12 07:42:00,7.42347,10.876936,10.8,3.45
T10,GL-6455,2026-03-12 07:43:00,7.423158,10.877668,,4.49
T10,GL-6455,2026-03-12 07:44:00,7.423065,10.87834,5.9,4.55
T10,GL-6455,2026-03-12 07:45:00,7.422712,10.879211,10.7,4.79
T10,GL-6455,2026-03-12 07:46:00,7.42261,10.879954,6.5,4.61
T10,GL-6455,2026-03-12 07:47:00,7.422424,10.880787,9.3,5.59
T10,GL-6455,2026-03-12 07:48:00,7.422226,10.881451,6.5,4.56
T10,GL-6455,2026-03-12 07:49:00,7.422027,10.882331,5.0,3.97
T10,GL-6455,2026-03-12 07:50:00,7.421664,10.883052,7.5,5.36
T10,GL-6455,2026-03-12 07:51:00,7.421662,10.883781,11.3,4.7
T10,GL-6455,2026-03-12 07:52:00,7.421592,10.88392,10.8,0.51
T10,GL-6455,2026-03-12 07:53:00,7.421416,10.883873,6.7,0.17
T10,GL-6455,2026-03-12 07:54:00,7.4216,10.883843,5.1,0.54
T10,GL-6455,2026-03-12 07:55:00,7.421505,10.883773,10.1,0.64
T10,GL-6455,2026-03-12 07:56:00,7.421551,10.883721,10.6,0.27
T10,GL-6455,2026-03-12 07:57:00,7.421544,10.883894,4.9,0.1
T10,GL-6455,2026-03-12 07:58:00,7.421583,10.883833,10.6,0.57
T10,GL-6455,2026-03-12 07:59:00,7.42144,10.883827,,0.31
T10,GL-6455,2026-03-12 08:00:00,7.421456,10.883797,4.1,0.54
T10,GL-6455,2026-03-12 08:01:00,7.421655,10.883795,10.4,0.68
T10,GL-6455,2026-03-12 08:02:00,7.421634,10.883814,8.2,0.9
T10,GL-6455,2026-03-12 08:03:00,7.421524,10.883796,10.4,0.41
T10,GL-6455,2026-03-12 08:04:00,7.421666,10.88378,8.3,0.84
T10,GL-6455,2026-03-12 08:05:00,7.421617,10.883834,8.1,0.77
T10,GL-6455,2026-03-12 08:06:00,7.421494,10.883625,6.9,0.21
T10,GL-6455,2026-03-12 08:07:00,7.42145,10.883753,12.0,0.25
T10,GL-6455,2026-03-12 08:08:00,7.421466,10.883729,10.3,0.32
T10,GL-6455,2026-03-12 08:09:00,7.421625,10.883893,11.5,0.54
T10,GL-6455,2026-03-12 08:10:00,7.421673,10.883792,7.5,0.53
T10,GL-6455,2026-03-12 08:11:00,7.421751,10.883868,11.0,0.75
T10,GL-6455,2026-03-12 08:12:00,7.421713,10.88381,7.4,0.67
T10,GL-6455,2026-03-12 08:13:00,7.421637,10.883746,10.1,0.43
